,section,gender,ageGroup,educationLvl,economicSituation,nationality,residence,leg_count,leg_0_activity,leg_0_distance,leg_0_mode,leg_0_departure,leg_0_arrival,leg_0_x,leg_0_y,leg_1_activity,leg_1_distance,leg_1_mode,leg_1_departure,leg_1_arrival,leg_1_x,leg_1_y,leg_2_activity,leg_2_distance,leg_2_mode,leg_2_departure,leg_2_arrival,leg_2_x,leg_2_y,leg_3_activity,leg_3_distance,leg_3_mode,leg_3_departure,leg_3_arrival,leg_3_x,leg_3_y,leg_4_activity,leg_4_distance,leg_4_mode,leg_4_departure,leg_4_arrival,leg_4_x,leg_4_y,leg_5_activity,leg_5_distance,leg_5_mode,leg_5_departure,leg_5_arrival,leg_5_x,leg_5_y,leg_6_activity,leg_6_distance,leg_6_mode,leg_6_departure,leg_6_arrival,leg_6_x,leg_6_y,leg_7_activity,leg_7_distance,leg_7_mode,leg_7_departure,leg_7_arrival,leg_7_x,leg_7_y,leg_8_activity,leg_8_distance,leg_8_mode,leg_8_departure,leg_8_arrival,leg_8_x,leg_8_y,leg_9_activity,leg_9_distance,leg_9_mode,leg_9_departure,leg_9_arrival,leg_9_x,leg_9_y,leg_10_activity,leg_10_distance,leg_10_mode,leg_10_departure,leg_10_arrival,leg_10_x,leg_10_y,leg_11_activity,leg_11_distance,leg_11_mode,leg_11_departure,leg_11_arrival,leg_11_x,leg_11_y,leg_12_activity,leg_12_distance,leg_12_mode,leg_12_departure,leg_12_arrival,leg_12_x,leg_12_y,leg_13_activity,leg_13_distance,leg_13_mode,leg_13_departure,leg_13_arrival,leg_13_x,leg_13_y,leg_14_activity,leg_14_distance,leg_14_mode,leg_14_departure,leg_14_arrival,leg_14_x,leg_14_y,leg_15_activity,leg_15_distance,leg_15_mode,leg_15_departure,leg_15_arrival,leg_15_x,leg_15_y,leg_16_activity,leg_16_distance,leg_16_mode,leg_16_departure,leg_16_arrival,leg_16_x,leg_16_y
1347,010907001,Male,35-39,3 Basic,Inactive,Portuguese,Live in Portugal,2,work,4931.0,pt,07:30:00,08:10:00,-37205.31143280241,144159.6898687189,home,4974.0,pt,18:30:00,19:55:00,-32979.61552587225,146801.09076166607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,131810009,Female,50-54,1 Basic,Worker 2 sec,Portuguese,Live in Portugal,2,home,12189.0,car,01:00:00,01:15:00,-39046.40228642028,186198.04060196708,work,12244.0,car,15:00:00,15:20:00,-37814.96789747617,166492.58654550748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,131203013,Female,55-59,1 Basic,Reformed,Portuguese,Live in Portugal,2,home,22222.0,car,23:50:00,00:50:00,-37969.43762265785,166123.72417586215,work,22222.0,car,08:50:00,09:50:00,-21218.66084496251,181167.69817396844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,130412009,Female,55-59,2 Basic,Reformed,Portuguese,Live in Portugal,2,home,736.0,car,18:00:00,18:05:00,-33255.20374597846,169999.26078767006,work,736.0,car,22:05:00,22:10:00,-32398.277081159726,170205.23019182577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,131702008,Female,25-29,Undergradute+,Inactive,Portuguese,Live in Portugal,6,work,8387.0,car,08:10:00,08:25:00,-39384.69948520005,151761.1532345278,eat_out,592.05,car,14:00:00,14:10:00,-43989.39847273539,158600.7769786572,work,592.05,car,14:45:00,14:55:00,-42940.54672619069,158897.63812938178,home,8387.0,car,17:15:00,17:30:00,-36235.05385537727,160552.7977657541,visit_friend_family,9984.0,car,18:00:00,19:00:00,-38635.66647855661,151609.86525607892,home,22222.0,car,23:00:00,23:40:00,-36235.05385537727,160552.7977657541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,131434003,Female,25-29,1 Basic,Reformed,Portuguese,Live abroad,3,take_someone_somewhere,442.0,car,08:00:00,08:05:00,-17003.59497415372,187329.6701513105,work,14718.0,car,08:06:00,08:26:00,-3863.300564853471,185135.42679249242,home,14473.0,car,18:00:00,18:30:00,-18360.474834087578,187376.3652341733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,131430001,Male,20-24,2 Basic,Worker 2 sec,Portuguese,Live in Portugal,2,school,4416.0,pt,07:50:00,08:05:00,-28888.51925182598,186411.5549105489,home,4416.0,car,16:00:00,16:25:00,-22720.99566145568,186000.3164339328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,131011005,Male,45-49,No education,Students,Portuguese,Live in Portugal,2,personal_issues,708.0,car,10:00:00,10:20:00,-25717.96039491318,169478.80666638445,home,708.0,car,12:00:00,12:20:00,-25551.732263589667,169376.8457586267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355,130413023,Male,45-49,1 Basic,Unemployed new,Portuguese,Live in Portugal,2,home,250.0,car,09:00:00,09:02:30,-32693.456129735496,166189.6542697063,work,250.0,car,17:02:30,17:05:00,-32914.67666556277,165941.66181318075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,130617011,Male,50-54,3 Basic,Worker 2 sec,Portuguese,Live in Portugal,2,work,469.0,car,08:15:00,08:25:00,-37814.96789747617,166492.58654550748,home,563.0,car,13:30:00,13:40:00,-37404.88716469454,169562.01824152516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,131810007,Female,45-49,2 Basic,Worker 3 sec,Portuguese,Live in Portugal,17,take_someone_somewhere,2624.0,car,08:00:00,08:17:00,-36408.86412130967,186903.86245041306,home,2424.0,car,08:17:00,08:30:00,-36803.19752187651,183972.40041229766,take_someone_somewhere,706.0,car,08:50:00,08:55:00,-36393.774881085534,183523.0322115887,home,800.0,car,08:55:00,09:00:00,-36803.19752187651,183972.40041229766,take_someone_somewhere,2994.0,car,09:15:00,09:30:00,-35130.91309941381,187500.0407686017,home,3541.0,car,09:30:00,09:45:00,-36803.19752187651,183972.40041229766,take_someone_somewhere,2624.0,car,13:00:00,13:10:00,-37355.79910949773,186376.81730078856,home,2424.0,car,13:15:00,13:25:00,-36803.19752187651,183972.40041229766,take_someone_somewhere,2624.0,car,14:45:00,14:55:00,-36233.38753542412,181134.43506811225,home,2424.0,car,15:00:00,15:10:00,-36803.19752187651,183972.40041229766,take_someone_somewhere,706.0,car,16:55:00,17:00:00,-36600.82229992514,184130.397940767,home,800.0,car,17:00:00,17:05:00,-36803.19752187651,183972.40041229766,take_someone_somewhere,2624.0,car,17:20:00,17:30:00,-35319.07800032889,185116.89427516417,home,2424.0,car,17:30:00,17:40:00,-36803.19752187651,183972.40041229766,take_someone_somewhere,1466.0,car,18:15:00,18:22:00,-38419.1571963555,183881.74163939356,take_someone_somewhere,2543.0,car,19:50:00,20:05:00,-37011.18388722053,184875.91823948166,home,3541.0,car,20:05:00,20:15:00,-36803.19752187651,183972.40041229766
1358,131203011,Female,70-74,Highschool,Unemployed new,Portuguese,Live in Portugal,2,around_the_block,2988.2,car,09:00:00,09:30:00,-38552.46390852412,164624.77749963815,home,2985.0,car,10:00:00,10:30:00,-37657.277394471574,167120.89532563539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,130413018,Female,50-54,1 Basic,Unemployed new,Portuguese,Live in Portugal,4,work,4063.0,pt,10:30:00,11:10:00,-33643.259393853805,162138.55284328037,home,3250.0,pt,12:15:00,12:55:00,-31817.890133997043,166703.07420190677,work,2668.0,pt,13:20:00,13:40:00,-28922.975339566718,166976.53034250214,home,3250.0,pt,19:15:00,19:55:00,-31817.890133997043,166703.07420190677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,131728012,Female,60-64,1 Basic,Inactive,Portuguese,Live abroad,2,groceries,10295.0,car,14:00:00,14:15:00,-40329.081131959494,164179.25188417625,home,11169.0,car,17:00:00,17:15:00,-36259.03653551252,155276.1004887248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,131704007,Male,40-44,Undergradute+,Worker 2 sec,Portuguese,Live in Portugal,3,work,22222.0,car,07:30:00,08:10:00,-37814.96789747617,166492.58654550748,take_someone_somewhere,22222.0,car,17:30:00,18:10:00,-27744.818414365487,146594.19348158286,home,4102.0,car,18:20:00,18:30:00,-44415.46532721423,161364.07993139775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,131011002,Female,55-59,3 Basic,Inactive,Portuguese,Live in Portugal,6,take_someone_somewhere,8755.0,car,07:10:00,07:25:00,-25316.193834641665,160249.4022181981,work,10967.0,car,07:25:00,07:40:00,-26086.040428967033,151827.82701697614,take_someone_somewhere,9498.0,car,17:05:00,17:20:00,-20623.96440865685,160991.34152605868,home,5367.0,car,17:50:00,18:10:00,-26345.490746305128,168249.78353882328,visit_friend_family,8755.0,car,20:15:00,20:25:00,-34160.936263802854,168991.01642221867,home,5367.0,car,21:00:00,21:10:00,-26345.490746305128,168249.78353882328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,130812023,Female,70-74,3 Basic,Inactive,Portuguese,Live in Portugal,2,leasure_collective,22222.0,car,18:30:00,19:00:00,-40893.62201754708,192214.05192931983,home,22222.0,car,20:00:00,20:30:00,-47108.52404010216,170998.1658057319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,131025011,Male,50-54,No education,Worker 3 sec,Portuguese,Live in Portugal,2,work,10638.5,car,07:45:00,08:10:00,-25966.75254607087,168228.4096047963,home,10638.5,car,17:30:00,17:55:00,-15385.737968527264,172788.9607222316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,131723014,Male,25-29,1 Basic,Inactive,Portuguese,Live in Portugal,3,work,820.0,car,07:50:00,07:55:00,-35675.62553603258,158730.0025215018,take_someone_somewhere,1028.0,car,17:00:00,17:05:00,-36670.49589984087,158886.93029052456,home,1619.0,car,17:20:00,17:25:00,-36085.21659170994,159407.56965447174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,131727034,Female,75+,1 Basic,Reformed,Foreigner,Live in Portugal,2,home,1903.3,car,15:00:00,15:40:00,-40051.06258295453,160646.7711514851,visit_friend_family,1903.3,car,17:48:00,18:28:00,-38741.09247106781,159333.6242378381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,130413027,Female,45-49,3 Basic,Worker 3 sec,Portuguese,Live in Portugal,2,home,2322.93,car,10:10:00,10:40:00,-32703.679814427982,166659.17511539606,work,2322.93,car,18:40:00,19:10:00,-30761.40565460848,169106.37278530374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368,010914001,Male,60-64,Undergradute+,Inactive,Portuguese,Live in Portugal,2,personal_issues,4023.0,car,15:00:00,15:40:00,-31976.772783750188,137741.2942960279,home,4023.0,car,16:00:00,16:40:00,-28766.70209064491,140357.81500944335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369,131203014,Female,60-64,3 Basic,Worker 3 sec,Portuguese,Live abroad,4,work,538.0,car,08:25:00,08:31:00,-39100.40414544272,166184.31686584087,home,538.0,car,16:30:00,16:36:00,-37931.021123177,166579.78178612844,work,695.0,car,17:25:00,17:32:00,-38915.74026378635,167758.58475203297,home,695.0,car,23:15:00,23:22:00,-37931.021123177,166579.78178612844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370,130617009,Female,30-34,2 Basic,Worker 2 sec,Portuguese,Live in Portugal,6,take_someone_somewhere,1895.0,car,08:00:00,08:03:00,-40022.0923017649,168220.6391530486,home,1755.0,car,08:05:00,08:08:00,-37936.533138875384,169576.43949633944,take_someone_somewhere,1895.0,car,13:00:00,13:05:00,-37264.27374499913,171248.9726348149,home,1755.0,car,13:15:00,13:18:00,-37936.533138875384,169576.43949633944,work,5197.0,car,14:00:00,14:15:00,-37814.96789747617,166492.58654550748,home,4655.0,car,20:40:00,20:55:00,-37936.533138875384,169576.43949633944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,131202011,Male,75+,No education,Worker 3 sec,Portuguese,Live in Portugal,2,personal_issues,3023.0,car,13:00:00,14:30:00,-37803.27612177679,169415.14836253517,home,3023.0,car,21:15:00,22:45:00,-39170.37575095574,166248.52562849165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,131628009,Male,55-59,2 Basic,Worker 3 sec,Portuguese,Live in Portugal,8,work,22222.0,car,07:40:00,08:25:00,-49127.42623992847,196859.75460415627,take_someone_somewhere,20689.0,car,18:00:00,18:45:00,-29413.011110515115,188342.49167810957,home,14169.0,car,18:47:00,19:17:00,-50225.11184064088,187606.5877287696,take_someone_somewhere,8430.0,car,19:30:00,19:45:00,-43410.3444802116,181162.48813518224,home,8355.0,car,19:46:00,20:01:00,-50225.11184064088,187606.5877287696,take_someone_somewhere,15951.0,car,21:30:00,22:00:00,-40824.1950209879,199759.63746995723,take_someone_somewhere,9784.0,car,22:00:00,22:20:00,-56349.63068451532,196666.21703937338,home,8355.0,car,22:20:00,22:35:00,-50225.11184064088,187606.5877287696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,010706003,Male,65-69,Highschool,Inactive,Portuguese,Live abroad,2,home,2784.0,car,12:25:00,12:45:00,-40154.736434423365,146779.4160570441,visit_friend_family,2784.0,car,15:49:00,16:09:00,-38215.99171169907,145527.26933822795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,131730005,Male,30-34,3 Basic,Reformed,Portuguese,Live in Portugal,2,visit_friend_family,15065.5,car,15:00:00,15:15:00,-51498.94512784829,175940.47603685138,home,15065.5,car,17:10:00,17:30:00,-42141.64907693761,163556.5562155301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,131505005,Female,45-49,Highschool,Reformed,Portuguese,Live in Portugal,4,take_someone_somewhere,8345.0,car,07:20:00,07:30:00,-23825.48703017513,174133.47174021613,work,15724.0,car,07:30:00,07:45:00,-14786.808806745168,179991.43715391736,take_someone_somewhere,15853.0,car,16:30:00,16:45:00,-15624.577865082876,164977.76645773064,home,8832.0,car,16:50:00,17:00:00,-31342.966197216258,169212.62079658013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,011601015,Male,65-69,Undergradute+,Inactive,Portuguese,Live in Portugal,2,groceries,1904.0,car,09:30:00,10:10:00,-33905.178338830236,144991.33763106176,home,2253.0,pt,11:30:00,12:10:00,-30782.855417569226,135944.4636922481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,131727045,Female,70-74,3 Basic,Reformed,Portuguese,Live in Portugal,2,school,9373.0,car,14:30:00,14:45:00,-45833.54506786698,168242.63457331332,home,8943.0,car,17:00:00,17:15:00,-39484.760075185186,162120.2175391308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,131501001,Female,25-29,1 Basic,Inactive,Portuguese,Live in Portugal,2,groceries,1895.0,car,11:00:00,11:05:00,-38740.60484919309,167696.0368243239,home,1686.0,car,11:30:00,11:35:00,-32941.05587470728,173051.38003653762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,131505006,Male,55-59,2 Basic,Students,Portuguese,Live in Portugal,2,home,8079.0,car,02:00:00,02:15:00,-32514.826631645356,170045.22555748664,work,10078.0,car,12:00:00,12:15:00,-40604.48179652552,175191.24764829344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,131809001,Female,75+,Undergradute+,Students,Portuguese,Live in Portugal,4,around_the_block,5388.0,car,10:00:00,11:00:00,-34438.79465211746,185890.4087868765,home,5388.0,car,10:30:00,11:30:00,-40377.63139458804,183927.53780150862,eat_out,5388.0,car,14:30:00,15:23:52,-38177.08984020206,189481.55927908415,home,5388.0,car,15:00:00,15:53:52,-40377.63139458804,183927.53780150862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,130814007,Male,60-64,3 Basic,Worker 3 sec,Portuguese,Live in Portugal,4,work,22222.0,car,07:05:00,08:20:00,-41990.3255486556,146354.70304122183,eat_out,335.0,car,12:20:00,12:23:21,-37392.88869768671,166993.347677874,work,335.0,car,13:15:00,13:18:21,-38920.159302757864,167759.31909562077,home,22222.0,car,17:00:00,18:00:00,-41230.83797629887,168455.27591488382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,131636003,Female,25-29,1 Basic,Students,Portuguese,Live in Portugal,5,take_someone_somewhere,2636.0,car,08:00:00,08:18:00,-51469.928897355356,191030.1252639453,work,2913.0,car,08:20:00,08:40:00,-49802.00395719191,192157.71554131858,take_someone_somewhere,1583.0,car,17:00:00,17:30:00,-50198.8475166457,190130.18463560435,workout,1348.0,car,17:35:00,17:50:00,-49835.961922020135,189508.975505692,home,2681.0,car,19:30:00,20:00:00,-49504.68865854395,191097.1464988019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,010933008,Female,60-64,1 Basic,Reformed,Portuguese,Live abroad,2,visit_friend_family,22222.0,car,11:00:00,12:00:00,-5651.625939164922,144971.69876315375,home,22222.0,car,16:00:00,17:00:00,-27543.89225231964,147972.02117906968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,131202004,Female,35-39,Undergradute+,Worker 2 sec,Portuguese,Live in Portugal,3,visit_friend_family,22222.0,car,12:30:00,13:05:00,-56809.734276480376,151671.47128289982,groceries,18876.0,car,20:00:00,20:20:00,-33905.178338830236,144991.33763106176,home,22222.0,car,22:00:00,22:15:00,-38498.14043774456,164523.65374798697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,131635001,Female,40-44,Undergradute+,Worker 3 sec,Portuguese,Live in Portugal,4,home,22222.0,car,07:50:00,08:35:00,-46288.87413284277,192816.20377096746,work,709.0,car,08:50:00,08:52:00,-47860.69653802091,180076.03340364053,home,709.0,car,13:00:00,13:02:00,-46288.87413284277,192816.20377096746,work,709.0,car,14:15:00,14:17:00,-46193.29564826772,190200.77899000677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386,010414001,Female,40-44,2 Basic,Students,Portuguese,Live in Portugal,2,work,9113.0,car,09:30:00,09:38:00,-12559.020011045646,129195.78715397726,home,9123.0,car,18:30:00,18:40:00,-8165.464862020248,136975.47255941466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,131505019,Male,35-39,Undergradute+,Reformed,Portuguese,Live in Portugal,2,work,5832.0,car,08:45:00,09:20:00,-27812.99109307322,164384.25665008853,home,5832.0,car,17:45:00,18:11:00,-30711.579371034404,168894.9744051137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,131416002,Female,75+,Undergradute+,Students,Portuguese,Live in Portugal,2,groceries,6175.0,car,11:00:00,12:00:00,-38740.60484919309,167696.0368243239,home,6175.0,car,12:15:00,12:35:00,-24241.379528545996,185722.06311442814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,131218016,Female,55-59,3 Basic,Worker 3 sec,Portuguese,Live in Portugal,2,work,15519.0,pt,07:10:00,07:50:00,-42359.52622660402,148905.75537496633,home,15519.0,pt,17:30:00,18:10:00,-41440.71457936964,164954.58143735086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,130408016,Male,50-54,1 Basic,Unemployed new,Portuguese,Live in Portugal,4,home,6148.0,car,02:30:00,02:40:00,-34193.99814697192,167870.5093036383,groceries,319.0,car,12:45:00,12:50:00,-38740.60484919309,167696.0368243239,home,319.0,car,13:05:00,13:10:00,-34193.99814697192,167870.5093036383,eat_out,5562.0,car,21:30:00,21:40:00,-38435.653992075124,165599.36735003817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,131003003,Male,40-44,Highschool,Students,Portuguese,Live in Portugal,2,work,4963.0,car,08:00:00,08:20:00,-25274.323181847874,171348.83524163312,home,4961.0,car,18:00:00,18:15:00,-20490.153106360674,169256.67737897023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,131218011,Female,45-49,1 Basic,Worker 3 sec,Portuguese,Live in Portugal,2,visit_friend_family,22222.0,car,14:00:00,14:40:00,-63665.278697618516,159293.92283884526,home,22222.0,car,21:35:00,22:10:00,-41936.25544055904,164998.5087535369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,131505015,Male,35-39,1 Basic,Worker 3 sec,Portuguese,Live in Portugal,2,work,20754.0,car,07:40:00,08:32:00,-43597.72847831787,153275.90742236492,home,20492.0,car,18:00:00,18:55:00,-29932.37563611959,168524.8860904496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394,010926007,Female,75+,2 Basic,Worker 2 sec,Portuguese,Live in Portugal,2,personal_issues,14605.0,pt,07:30:00,08:50:00,-47380.32707556779,132487.38915945904,home,14605.0,pt,11:01:00,12:21:00,-35317.2753833959,141985.26152378565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,011601011,Male,50-54,Undergradute+,Reformed,Portuguese,Live abroad,4,take_someone_somewhere,20553.0,car,07:30:00,08:05:00,-40914.55747982377,118000.69487940031,work,14142.0,car,08:05:00,08:45:00,-53508.11473899503,133650.90385213445,take_someone_somewhere,22222.0,car,20:30:00,21:15:00,-45836.15931597055,122076.40032616555,home,22222.0,car,21:35:00,22:05:00,-30187.879120274105,136481.46596976693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
